HS2,HS4,HS6,description,clean_description
,,870350.0,"Vehicles; with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, incapable of being charged by plugging to external source of electric power",vehicle compression ignition internal combustion piston engine diesel semi diesel electric motor propulsion incapable charge plug external source electric power
,,870360.0,"Vehicles; with both spark-ignition internal combustion piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power",vehicle spark ignition internal combustion piston engine electric motor propulsion capable charge plug external source electric power
,,870370.0,"Vehicles; with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, capable of being charged by plugging to external source of electric power",vehicle compression ignition internal combustion piston engine diesel semi diesel electric motor propulsion capable charge plug external source electric power
,,870380.0,Vehicles; with only electric motor for propulsion,vehicle electric motor propulsion
,,870390.0,Vehicles; for transport of persons (other than those of heading no. 8702) n.e.c. in heading no. 8703,vehicle transport person head head
,,870410.0,"Vehicles; dumpers, designed for off-highway use, for transport of goods",vehicle dumper design highway use transport good
,,870421.0,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), for transport of goods, (of a gvw not exceeding 5 tonnes), n.e.c. in item no 8704.1",vehicle compression ignition internal combustion piston engine diesel semi diesel transport good gvw exceed tonne item
,,870422.0,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), for transport of goods, (of a g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes), n.e.c. in item no 8704.1",vehicle compression ignition internal combustion piston engine diesel semi diesel transport good exceed tonne exceed tonne item
,,870423.0,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), for transport of goods, (of a g.v.w. exceeding 20 tonnes), n.e.c. in item no 8704.1",vehicle compression ignition internal combustion piston engine diesel semi diesel transport good exceed tonne item
,,870431.0,"Vehicles; with only spark-ignition internal combustion piston engine, for transport of goods, (of a g.v.w. not exceeding 5 tonnes), n.e.c. in item no 8704.1",vehicle spark ignition internal combustion piston engine transport good exceed tonne item
,,870432.0,"Vehicles; with only spark-ignition internal combustion piston engine, for transport of goods, (of a g.v.w. exceeding 5 tonnes), n.e.c. in item no 8704.1",vehicle spark ignition internal combustion piston engine transport good exceed tonne item
,,870441.0,"Vehicles; with both compression-ignition internal combustion piston engine (diesel/semi-diesel) and electric motor as motor for propulsion, unassembled as in section 14, (gvw not exceeding 5000kg), for the transport of goods, vans",vehicle compression ignition internal combustion piston engine diesel semi diesel electric motor motor propulsion unassemble section gvw exceed kg transport good van
,,870442.0,"Vehicles; with both compression-ignition internal combustion piston engine (diesel/semi-diesel) and electric motors for propulsion, of a g.v.w. exceeding 5,000kg but not exceeding 20,000kg",vehicle compression ignition internal combustion piston engine diesel semi diesel electric motor propulsion exceed kg exceed kg
,,870443.0,"Vehicles; with both compression-ignition internal combustion piston engine (diesel/semi-diesel) and electric motors for propulsion, of a g.v.w. exceeding 20,000kg",vehicle compression ignition internal combustion piston engine diesel semi diesel electric motor propulsion exceed kg
,,870451.0,"Vehicles; with both spark-ignition internal combustion piston engine and electric motors for propulsion, of a g.v.w. not exceeding 5,000kg",vehicle spark ignition internal combustion piston engine electric motor propulsion exceed kg
,,870452.0,"Vehicles; with both spark-ignition internal combustion piston engine and electric motors for propulsion, of a g.v.w. exceeding 5,000kg",vehicle spark ignition internal combustion piston engine electric motor propulsion exceed kg
,,870460.0,Vehicles; with only electric motor for propulsion,vehicle electric motor propulsion
,,870490.0,"Vehicles; for transport of goods, n.e.c. in heading no. 8704",vehicle transport good head
,,870510.0,Vehicles; crane lorries,vehicle crane lorry
,,870520.0,Vehicles; mobile drilling derricks,vehicle mobile drilling derrick
,,870530.0,Vehicles; fire fighting vehicles,vehicle fire fight vehicle
,,870540.0,Vehicles; concrete-mixer lorries,vehicle concrete mixer lorry
,,870590.0,"Vehicles; break-down lorries, road-sweepers, spraying lorries, mobile workshops, mobile radiological units, and other special purpose vehicles n.e.c. in heading no. 8705",vehicle break lorry road sweeper spray lorry mobile workshop mobile radiological unit special purpose vehicle head
,,870600.0,"Chassis; fitted with engines, for the motor vehicles of heading no. 8701 to 8705",chassis fit engine motor vehicle head
,,870710.0,Vehicles; bodies (including cabs) for the motor vehicles of heading no. 8703,vehicle body include cab motor vehicle head
,,870790.0,"Vehicles; bodies (including cabs) for the motor vehicles of heading no. 8701, 8702, 8704 or 8705",vehicle body include cab motor vehicle head
,,870810.0,"Vehicles; bumpers and parts thereof, for the vehicles of heading no. 8701 to 8705",vehicle bumper part thereof vehicle head
,,870821.0,"Vehicles; parts of bodies, safety seat belts",vehicle part body safety seat belt
,,870822.0,"Vehicles; parts and accessories, front windscreens (windshields), rear windows and other windows specified in subheading note 1 to this chapter",vehicle part accessory windscreen windshield rear window window specify subheade note chapter
,,870829.0,"Vehicles; parts and accessories, of bodies, other than safety seat belts",vehicle part accessory body safety seat belt
,,870830.0,"Vehicle parts; brakes, servo-brakes and parts thereof",vehicle part brake servo brake part thereof
,,870840.0,Vehicle parts; gear boxes and parts thereof,vehicle part gear box part thereof
,,870850.0,"Vehicle parts; drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",vehicle part drive axle differential provide transmission component non driving axle part thereof
,,870870.0,Vehicle parts; road wheels and parts and accessories thereof,vehicle part road wheel part accessory thereof
,,870880.0,Vehicle parts; suspension systems and parts thereof (including shock-absorbers),vehicle part suspension system part thereof include shock absorber
